"Address","Coordinates"
"1860 Avenue des Ormonts, Aigle ","6.970358199999983,46.31789510000001"
"1860 Rue du Coll��ge, Aigle ","6.970258899999983,46.318763700000005"
"1860 Avenue des Ormonts, Aigle ","6.972339599999983,46.31764270000001"
"1860 Rue du Coll��ge, Aigle ","6.970147899999983,46.31804160000001"
"1860 Avenue des Glariers, Aigle ","6.972619499999983,46.318268100000004"
"1860 Rue du Coll��ge, Aigle ","6.970058199999983,46.3182899"
"1860 Avenue des Glariers, Aigle ","6.9727644999999825,46.3181828"
"1860 Avenue des Ormonts, Aigle ","6.9708606999999825,46.3177052"
"1860 Rue du Coll��ge, Aigle ","6.970219799999983,46.3186196"
"1860 Avenue de la Gare, Aigle ","6.968180199999973,46.31828299999999"
"1860 Avenue de la Gare, Aigle ","6.968101799999974,46.31824919999999"
"1860 Avenue de la Gare, Aigle ","6.967919899999973,46.31826589999999"
"1860 Avenue de la Gare, Aigle ","6.967701199999974,46.31828879999999"
"1860 Avenue du Clo��tre, Aigle ","6.972825100000073,46.31683070000012"
"1860 Rue de la Chapelle, Aigle ","6.9684940000000735,46.314033600000116"
"1860 Chemin de Rochebord, Aigle ","6.969135900000073,46.313124500000114"
"1860 Chemin de Rochebord, Aigle ","6.969375400000073,46.31318270000011"
"1860 Rue de la Chapelle, Aigle ","6.968526900000073,46.313983000000114"
"1860 Chemin de Rochebord, Aigle ","6.968812200000073,46.313114200000115"
"1860 Rue de la Chapelle, Aigle ","6.968569000000073,46.31397180000012"
"1860 Chemin de Rochebord, Aigle ","6.968612500000074,46.31297110000012"
"1860 Chemin des Payernettes, Aigle ","6.971200600000073,46.31411770000012"
"1860 Rue de la Chapelle, Aigle ","6.968580100000073,46.31395470000012"
"1860 Chemin de Rochebord, Aigle ","6.971433400000073,46.313765400000115"
"1860 Chemin des Payernettes, Aigle ","6.971218200000073,46.314104700000115"
"1860 Chemin des Payernettes, Aigle ","6.971328500000073,46.314022500000114"
"6780 Via Fontana, Airolo ","8.601128099999961,46.524213800000545"
"6780 Via della Stazione, Airolo ","8.608186600000012,46.52830280000004"
"6780 via della Stazione, Airolo ","8.607313300000008,46.527881499999964"
"6780 via della Stazione, Airolo ","8.607878699999938,46.52784850000042"
"6780 Via San Gottardo, Airolo ","8.610182499999976,46.528795600000116"
"6780 via della Stazione, Airolo ","8.609960499999977,46.527714500000116"
"6780 Via Fontana, Airolo ","8.601004999999962,46.52424870000055"
"6780 Via San Gottardo, Airolo ","8.610562099999978,46.52874050000012"
"6780 Via San Gottardo, Airolo ","8.610673499999978,46.52848300000012"
"6780 via della Stazione, Airolo ","8.607476899999977,46.52788830000012"
"6780 Via San Gottardo, Airolo ","8.610588999999976,46.52860470000011"
"6780 Via San Gottardo, Airolo ","8.6098144,46.52900240000009"
"6780 Via Fontana, Airolo ","8.600825399999962,46.52412700000055"
"6780 Via San Gottardo, Airolo ","8.611801299999977,46.52857890000011"
"3473 Tannh��lzli, Alchenstorf ","7.635293899999999,47.122264500000135"
"3112 Waldrain, Allmendingen bei Bern ","7.515394699999976,46.9204915000003"
"3112 Waldrain, Allmendingen bei Bern ","7.514824499999979,46.920615400000266"
"3112 Waldrain, Allmendingen bei Bern ","7.51504889999998,46.920476100000265"
"3112 Waldrain, Allmendingen bei Bern ","7.515278699999979,46.92034020000026"
"3112 Waldrain, Allmendingen bei Bern ","7.514809599999979,46.92031220000026"
"3112 Waldrain, Allmendingen bei Bern ","7.514933199999978,46.920258200000255"
"3112 Waldrain, Allmendingen bei Bern ","7.514573299999978,46.92014410000026"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.507839000000008,46.918807500000206"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.508127600000008,46.91772110000021"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.508955200000008,46.917679600000206"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.508789400000009,46.9177615000002"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.508485400000009,46.917622300000204"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.507556700000009,46.917428500000206"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.5086539000000085,46.917684900000204"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.509284600000009,46.9178682000002"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.508756900000009,46.9181589000002"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.508694200000009,46.917518300000204"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.5081465000000085,46.9173291000002"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.507961499999998,46.918255300000034"
"3112 Vorderm��rchligenweg, Allmendingen bei Bern ","7.507994499999999,46.918397200000044"
"3112 Waldrain, Allmendingen bei Bern ","7.514154799999976,46.9202879000003"
"3112 Waldrain, Allmendingen bei Bern ","7.515065599999977,46.9207482000003"
"3112 Waldrain, Allmendingen bei Bern ","7.5152314999999765,46.9206182000003"
"3112 Waldrain, Allmendingen bei Bern ","7.514282799999976,46.92034660000029"
"3112 Waldrain, Allmendingen bei Bern ","7.514573299999978,46.920466000000275"
"4123 Gartenstrasse, Allschwil ","7.541286700000017,47.55100560000051"
"4123 Gartenstrasse, Allschwil ","7.541211100000018,47.550841900000506"
"4123 Binningerstrasse, Allschwil ","7.549367500000008,47.54746190000056"
"4123 Steinb��hlallee, Allschwil ","7.557165299999954,47.548453000000315"
"4123 Binningerstrasse, Allschwil ","7.545868099999963,47.54865410000034"
"4123 Binningerstrasse, Allschwil ","7.545750099999964,47.54868160000034"
"4123 Baslerstrasse, Allschwil ","7.540870800000019,47.552451199999894"
"4123 Binningerstrasse, Allschwil ","7.546606499999961,47.54777309999998"
"4123 Binningerstrasse, Allschwil ","7.547535800000011,47.54816080000007"
"4123 Binningerstrasse, Allschwil ","7.542313000000012,47.54976960000006"
"4123 Binningerstrasse, Allschwil ","7.539859299999997,47.55180290000003"
"4123 Binningerstrasse, Allschwil ","7.539651999999995,47.55200840000001"
"4123 Binningerstrasse, Allschwil ","7.545709999999968,47.548428500000014"
"4123 Binningerstrasse, Allschwil ","7.542458800000034,47.549729599999885"
"4123 Binningerstrasse, Allschwil ","7.544095000000036,47.548353299999896"
"4123 Binningerstrasse, Allschwil ","7.547446000000026,47.547579200000186"
"4123 Binningerstrasse, Allschwil ","7.547136700000027,47.54764930000019"
"4123 Binningerstrasse, Allschwil ","7.545766699999975,47.548410399999874"
"4123 Baslerstrasse, Allschwil ","7.545638099999988,47.552474700000175"
"4123 Baslerstrasse, Allschwil ","7.545695099999988,47.55260320000018"
"4123 Binningerstrasse, Allschwil ","7.548883500000008,47.547567200000564"
"4123 Binningerstrasse, Allschwil ","7.549141000000008,47.54750740000056"
"4123 Baslerstrasse, Allschwil ","7.545185799999976,47.552328200000034"
"6460 Sch��tzengasse, Altdorf Uri","8.64431880000002,46.88143370000047"
"8852 Talstrasse, Altendorf ","8.815297300000005,47.19333510000011"
"8852 Neutalstrasse, Altendorf ","8.824622499999984,47.191820500000134"
"8852 Neutalstrasse, Altendorf ","8.824518799999984,47.19183010000013"
"8852 Neutalstrasse, Altendorf ","8.824421299999983,47.191835700000134"
"8852 Neutalstrasse, Altendorf ","8.824610299999984,47.19158700000013"
"8852 Neutalstrasse, Altendorf ","8.824498499999983,47.191592500000134"
"8852 Neutalstrasse, Altendorf ","8.824394799999983,47.191593900000136"
"8852 Neutalstrasse, Altendorf ","8.824158999999984,47.19157460000013"
"8852 Neutalstrasse, Altendorf ","8.824083799999984,47.19157320000013"
"8852 Neutalstrasse, Altendorf ","8.824010599999985,47.19157320000013"
"9423 Anriststrasse, Altenrhein ","9.551507200000017,47.490021500000275"
"9423 Dorfstrasse, Altenrhein ","9.550327100000018,47.48806400000027"
"9423 Ilgenstrasse, Altenrhein ","9.556174300000018,47.49005050000027"
"9423 Im Egler, Altenrhein ","9.556442500000019,47.491427900000275"
"9423 Anriststrasse, Altenrhein ","9.551968600000018,47.48977130000028"
"9423 Dorfstrasse, Altenrhein ","9.552145600000019,47.49024980000028"
"9423 Hafenstrasse, Altenrhein ","9.54910400000002,47.48984750000028"
"9423 Im Egler, Altenrhein ","9.55469910000002,47.49170700000028"
"9423 Kirchstrasse, Altenrhein ","9.55179150000002,47.49155470000028"
"9423 Im Egler, Altenrhein ","9.55449890000002,47.491459000000276"
"9423 Kirchstrasse, Altenrhein ","9.551995400000022,47.49184830000028"
"9423 Anriststrasse, Altenrhein ","9.553293600000023,47.48948500000028"
"9423 Anriststrasse, Altenrhein ","9.555171100000024,47.48956830000028"
"9423 Kirchstrasse, Altenrhein ","9.552215300000023,47.49196070000028"
"9423 Anriststrasse, Altenrhein ","9.551754000000024,47.49002870000028"
"9423 Anriststrasse, Altenrhein ","9.551281900000024,47.48988370000028"
"9423 Dammweg, Altenrhein ","9.549533100000025,47.49052530000028"
"9423 Gonzenr��ti, Altenrhein ","9.556410300000024,47.49091320000028"
"9423 Hafenstrasse, Altenrhein ","9.550707900000024,47.49002510000028"
"9423 Ilgenstrasse, Altenrhein ","9.555782700000023,47.48978220000028"
"9423 Im Egler, Altenrhein ","9.556244000000023,47.491717900000275"
"9423 Anriststrasse, Altenrhein ","9.553661000000023,47.48945510000028"
"9423 Dorfstrasse, Altenrhein ","9.554838500000024,47.48985830000028"
"9423 Dorfstrasse, Altenrhein ","9.555085300000023,47.49015560000028"
"9423 Dorfstrasse, Altenrhein ","9.554972600000022,47.48985830000028"
"9423 Dorfstrasse, Altenrhein ","9.555375000000023,47.48984750000028"
"9423 Dorfstrasse, Altenrhein ","9.554790300000024,47.49097480000028"
"9423 Dorfstrasse, Altenrhein ","9.555546600000024,47.49009760000028"
"9423 Dorfstrasse, Altenrhein ","9.555058500000024,47.490742800000284"
"9423 Dorfstrasse, Altenrhein ","9.555766600000025,47.49049990000028"
"9423 Ilgenstrasse, Altenrhein ","9.555664700000024,47.48980030000028"
"9423 Am See, Altenrhein ","9.550257300000025,47.49168520000028"
"9423 Anriststrasse, Altenrhein ","9.552344100000026,47.48991630000028"
"9423 Ilgenstrasse, Altenrhein ","9.556045500000026,47.48963360000028"
"9423 Im Egler, Altenrhein ","9.556072400000026,47.49143150000028"
"9423 Am See, Altenrhein ","9.550525500000026,47.49212380000028"
"9423 Anriststrasse, Altenrhein ","9.551421400000025,47.48988370000028"
"9423 Gonzenr��ti, Altenrhein ","9.556013300000025,47.490974800000274"
"9423 Hafenstrasse, Altenrhein ","9.550337800000024,47.48995620000027"
"9423 Ilgenstrasse, Altenrhein ","9.555605600000025,47.489543000000275"
"9423 Im Egler, Altenrhein ","9.555916800000025,47.491696100000276"
"9423 Am See, Altenrhein ","9.550133900000025,47.49181930000027"
"9423 Anriststrasse, Altenrhein ","9.552499700000025,47.489905500000276"
"9423 Dorfstrasse, Altenrhein ","9.550906400000025,47.48931460000028"
"9423 Ilgenstrasse, Altenrhein ","9.555981200000025,47.48949220000028"
"9423 Im Egler, Altenrhein ","9.555771900000025,47.491424200000274"
"9423 Anriststrasse, Altenrhein ","9.551555500000024,47.48987650000027"
"9423 Dorfstrasse, Altenrhein ","9.551340900000024,47.489738700000274"
"9423 Gonzenr��ti, Altenrhein ","9.555653900000024,47.49106900000027"
"9423 Hafenstrasse, Altenrhein ","9.549940800000025,47.489916300000274"
"9423 Im Egler, Altenrhein ","9.555487600000024,47.49168890000028"
"9423 Dorfstrasse, Altenrhein ","9.551780800000024,47.48936170000027"
"9423 Hafenstrasse, Altenrhein ","9.550058800000025,47.490293300000275"
"9423 Dorfstrasse, Altenrhein ","9.552231400000025,47.48931100000028"
"9423 Dorfstrasse, Altenrhein ","9.552725000000025,47.48926020000028"
"9423 Anriststrasse, Altenrhein ","9.552864400000026,47.489793100000284"
"9423 Bomertstrasse, Altenrhein ","9.552376600000013,47.49147370000026"
"9423 Bomertstrasse, Altenrhein ","9.552281400000012,47.491498700000264"
"9423 Am See, Altenrhein ","9.559858900000012,47.48790730000026"
"9423 Ifangweg, Altenrhein ","9.552894300000013,47.49194040000026"
"9423 Am See, Altenrhein ","9.551216100000012,47.49177830000026"
"9423 Ifangweg, Altenrhein ","9.553119300000011,47.49200890000026"
"9423 Am See, Altenrhein ","9.550906100000011,47.49177620000026"
"9423 Dammweg, Altenrhein ","9.549076400000013,47.490384800000264"
"9423 Dorfstrasse, Altenrhein ","9.563397200000011,47.492303700000264"
"9423 Seesicht, Altenrhein ","9.549618999999979,47.49182659999996"
"9423 Dorfstrasse, Altenrhein ","9.553256400000027,47.49043599999975"
"9423 Dorfstrasse, Altenrhein ","9.553588600000028,47.490811699999746"
"9423 Dorfstrasse, Altenrhein ","9.553299000000028,47.49095299999975"
"9423 Kirchstrasse, Altenrhein ","9.551147800000027,47.49076449999975"
"9423 Dammweg, Altenrhein ","9.549275600000028,47.49067389999975"
"9423 Hafenstrasse, Altenrhein ","9.549205100000028,47.48982129999975"
"9423 Sonnenstrasse, Altenrhein ","9.553981699999998,47.49134960000054"
"9423 Dorfstrasse, Altenrhein ","9.551003000000026,47.48974600000028"
"9423 Im Egler, Altenrhein ","9.555434000000027,47.49144960000028"
"9423 Kirchstrasse, Altenrhein ","9.550986900000026,47.49120310000028"
"9423 Anriststrasse, Altenrhein ","9.551662800000026,47.48987280000028"
"9423 Dorfstrasse, Altenrhein ","9.551737900000026,47.49023890000028"
"9423 Im Egler, Altenrhein ","9.555138900000026,47.491699700000275"
"9423 Kirchstrasse, Altenrhein ","9.551673500000026,47.491322800000276"
"9423 Kirchstrasse, Altenrhein ","9.551780800000026,47.491319100000275"
"9423 Kirchstrasse, Altenrhein ","9.552043700000025,47.491243000000274"
"9423 Kirchstrasse, Altenrhein ","9.552145600000026,47.49119950000028"
"9423 Anriststrasse, Altenrhein ","9.553272100000026,47.48985110000028"
"9423 Im Egler, Altenrhein ","9.555058500000026,47.49145690000028"
"9423 Kirchstrasse, Altenrhein ","9.551131700000026,47.49142790000028"
"9423 Mennstrasse, Altenrhein ","9.563040700000025,47.493638900000285"
"9423 Seestrasse, Altenrhein ","9.551104900000025,47.490170100000284"
"9423 Im Ifang, Altenrhein ","9.556519700000017,47.491224000000024"
"9423 Ifangweg, Altenrhein ","9.557153600000017,47.49251330000003"
"9423 Sonnenstrasse, Altenrhein ","9.554169200000016,47.49123300000003"
"9423 Im Ifang, Altenrhein ","9.556960200000017,47.49152940000003"
"9423 Sonnenstrasse, Altenrhein ","9.553879300000016,47.49107210000003"
"9423 Ifangweg, Altenrhein ","9.554567200000017,47.49229980000003"
"9423 Im Ifang, Altenrhein ","9.556960300000018,47.49177920000003"
"9423 Im Ifang, Altenrhein ","9.557058900000017,47.49204920000003"
"9423 Im Ifang, Altenrhein ","9.557099800000017,47.49229030000003"
"9423 Im Ifang, Altenrhein ","9.556789200000017,47.49044000000003"
"9423 Im Ifang, Altenrhein ","9.556601500000017,47.49174190000003"
"9423 Ifangweg, Altenrhein ","9.556306400000016,47.49252820000003"
"9423 Im Ifang, Altenrhein ","9.556853300000016,47.49067760000003"
"9423 Ifangweg, Altenrhein ","9.555970200000017,47.49246010000003"
"9423 Im Ifang, Altenrhein ","9.556826400000016,47.490881300000034"
"9423 Sonnenstrasse, Altenrhein ","9.554237800000017,47.490880200000035"
"9423 Im Ifang, Altenrhein ","9.556622200000017,47.492272000000035"
"9423 Ifangweg, Altenrhein ","9.555473100000018,47.49241650000003"
"9423 Im Ifang, Altenrhein ","9.556640400000019,47.49251290000003"
"9423 Sonnenstrasse, Altenrhein ","9.554331700000018,47.49109540000003"
"9423 Im Ifang, Altenrhein ","9.556836000000018,47.491218100000026"
"9423 Sonnenstrasse, Altenrhein ","9.554080000000019,47.490970000000026"
"9423 Ifangweg, Altenrhein ","9.554965400000018,47.492389000000024"
"9423 Seestrasse, Altenrhein ","9.55132480000002,47.49031870000027"
"9423 Anriststrasse, Altenrhein ","9.55211340000002,47.48975320000027"
"9423 Dorfstrasse, Altenrhein ","9.55230120000002,47.490300600000275"
"9423 Kirchstrasse, Altenrhein ","9.55219390000002,47.49174690000027"
"9423 Seestrasse, Altenrhein ","9.54989790000002,47.49092040000027"
"9423 Dorfstrasse, Altenrhein ","9.552778600000021,47.49012660000027"
"9423 Kirchstrasse, Altenrhein ","9.552354800000021,47.49184110000027"
"9423 Seestrasse, Altenrhein ","9.548953800000021,47.490949400000275"
"9423 Dorfstrasse, Altenrhein ","9.552075900000021,47.49055070000028"
"9423 Kirchstrasse, Altenrhein ","9.551845200000022,47.491794000000276"
"9423 Anriststrasse, Altenrhein ","9.553041500000022,47.489557500000274"
"9423 Dorfstrasse, Altenrhein ","9.552971700000022,47.49017370000028"
"9423 Kirchstrasse, Altenrhein ","9.552526500000022,47.491895500000275"
"9423 Anriststrasse, Altenrhein ","9.554709800000023,47.48958650000028"
"9423 Am See, Altenrhein ","9.550662900000008,47.49173350000023"
"9423 Seestrasse, Altenrhein ","9.550252200000008,47.49078980000023"
"9423 Seesicht, Altenrhein ","9.549565299999978,47.49097119999996"
"9423 Seestrasse, Altenrhein ","9.551882699999979,47.49060139999996"
"9423 Seestrasse, Altenrhein ","9.549972999999978,47.49092769999996"
"9423 Seestrasse, Altenrhein ","9.550579199999978,47.490869699999955"
"9423 Seestrasse, Altenrhein ","9.549962699999979,47.49070579999996"
"9423 Seestrasse, Altenrhein ","9.54971439999998,47.49073939999996"
"9423 Seesicht, Altenrhein ","9.54965649999998,47.49122489999996"
"9423 Seestrasse, Altenrhein ","9.55169499999998,47.49078269999996"
"9423 Seestrasse, Altenrhein ","9.550742499999979,47.49109199999996"
"9423 Seesicht, Altenrhein ","9.549677999999979,47.49162359999996"
"9423 Seestrasse, Altenrhein ","9.55040219999998,47.49129379999996"
"1715 Geriwil, Alterswil ","7.266253900000001,46.79242810000046"
"1715 Hauptstrasse, Alterswil ","7.260777300000001,46.79475460000046"
"1715 Oberdorfstrasse, Alterswil ","7.260941200000001,46.79497390000046"
"8595 G��ttingerstrasse, Altnau ","9.257727200000023,47.6105805000003"
"9450 Bildstrasse, Altst��tten ","9.542654499999998,47.38127270000012"
"74100 Rue Ravier, Ambilly ","6.227149500000008,46.199689500000076"
"8514 Sunneggstrasse, Amlikon-Bissegg ","9.039557400000014,47.55584180000029"
"8514 Sunneggstrasse, Amlikon-Bissegg ","9.03934409999999,47.55585789999995"
"8514 Sunneggstrasse, Amlikon-Bissegg ","9.039398900000013,47.55554950000029"
"8514 Sunneggstrasse, Amlikon-Bissegg ","9.038993500000014,47.55556050000029"
"6490 Sonnenweg, Andermatt ","8.591920000000002,46.63545710000036"
"6490 Sonnenweg, Andermatt ","8.591728400000001,46.63531130000036"
"6490 Sonnenweg, Andermatt ","8.5915069,46.63518500000036"
"6490 Sonnenweg, Andermatt ","8.5913093,46.63503280000036"
"6490 Sonnenweg, Andermatt ","8.591116000000001,46.63489160000036"
"6490 Bahnhofstrasse, Andermatt ","8.592308000000001,46.635484200000356"
"6490 Bahnhofstrasse, Andermatt ","8.592581100000048,46.63506570000023"
"6490 B��zweg, Andermatt ","8.591610600000001,46.634896700000354"
"6490 B��zweg, Andermatt ","8.591375900000001,46.63478260000036"
"6490 B��zweg, Andermatt ","8.591667500000002,46.634677400000356"
"6490 B��zweg, Andermatt ","8.591982900000001,46.634770400000356"
"6490 B��zweg, Andermatt ","8.5919374,46.634543000000356"
"6490 Gotthardstrasse, Andermatt ","8.592766599999972,46.632100200000195"
